order_id,customer_id,order_date,order_status,payment_method
1674,1384,2024-03-25,Completed,Card
1675,2358,2024-03-31,Completed,Card
1676,2812,2024-03-20,Completed,Net Banking
1677,1603,2024-03-23,Completed,Net Banking
1678,1583,2024-03-31,Cancelled,Card
1679,1072,2024-03-10,Completed,Net Banking
1680,2364,2024-03-27,Completed,UPI
1681,2137,2024-03-07,Completed,Card
1682,1492,2024-03-27,Completed,UPI
1683,1343,2024-03-11,Completed,Card
1684,1719,2024-03-27,Completed,Net Banking
1685,1746,2024-03-26,Completed,Card
1686,2636,2024-03-28,Completed,Card
1687,1871,2024-03-06,Completed,Card
1688,247,2024-03-18,Completed,UPI
1689,532,2024-03-12,Completed,Net Banking
1690,561,2024-03-29,Cancelled,UPI
1691,2391,2024-03-28,Completed,UPI
1692,687,2024-03-28,Completed,Net Banking
1693,2218,2024-03-09,Completed,UPI
1694,2514,2024-03-27,Completed,UPI
1695,1362,2024-03-14,Completed,Card
1696,1257,2024-03-05,Completed,Net Banking
1697,969,2024-03-31,Completed,Card
1698,23,2024-03-07,Completed,Net Banking
1699,1744,2024-03-21,Completed,Card
1700,2130,2024-03-28,Completed,Net Banking
1701,2828,2024-03-16,Returned,UPI
1702,1693,2024-03-21,Completed,UPI
1703,1511,2024-03-30,Completed,Card
1704,434,2024-03-18,Completed,Card
1705,587,2024-03-20,Cancelled,Net Banking
1706,1545,2024-03-02,Completed,Net Banking
1707,2006,2024-03-09,Completed,UPI
1708,1932,2024-03-06,Completed,Net Banking
1709,1434,2024-03-29,Completed,Net Banking
1710,1982,2024-03-09,Completed,Net Banking
1711,2534,2024-03-05,Completed,Net Banking
1712,988,2024-03-18,Completed,Net Banking
1713,496,2024-03-15,Completed,UPI
1714,2938,2024-03-26,Completed,Net Banking
1715,707,2024-03-06,Completed,Net Banking
1716,702,2024-03-14,Returned,UPI
1717,968,2024-03-10,Completed,Card
1718,1002,2024-03-23,Completed,Net Banking
1719,1262,2024-03-18,Completed,Net Banking
1720,2020,2024-03-29,Completed,UPI
1721,1363,2024-03-19,Completed,UPI
1722,1831,2024-03-06,Completed,Net Banking
1723,715,2024-03-19,Completed,UPI
1724,2441,2024-03-29,Completed,UPI
1725,1339,2024-03-23,Completed,Net Banking
1726,116,2024-03-05,Completed,Card
1727,2987,2024-03-13,Completed,Net Banking
1728,183,2024-03-02,Completed,Net Banking
1729,2331,2024-03-17,Completed,Net Banking
1730,2107,2024-03-22,Completed,Net Banking
1731,72,2024-03-07,Completed,UPI
1732,449,2024-03-11,Completed,Card
1733,384,2024-03-19,Completed,Net Banking
1734,2404,2024-03-31,Completed,Card
1735,2678,2024-03-09,Cancelled,Card
1736,1926,2024-03-14,Completed,UPI
1737,472,2024-03-31,Completed,Card
1738,484,2024-03-06,Cancelled,UPI
1739,220,2024-03-05,Completed,Net Banking
1740,1568,2024-03-04,Completed,Card
1741,2956,2024-03-20,Completed,UPI
1742,1019,2024-03-30,Completed,Net Banking
1743,2343,2024-03-10,Completed,Card
1744,2665,2024-03-15,Cancelled,Net Banking
1745,1156,2024-03-25,Completed,Card
1746,576,2024-03-17,Cancelled,Net Banking
1747,1175,2024-03-20,Completed,Net Banking
1748,1503,2024-03-28,Returned,UPI
1749,2684,2024-03-24,Completed,Net Banking
1750,2845,2024-03-05,Completed,Card
1751,582,2024-03-04,Completed,UPI
1752,1258,2024-03-13,Completed,Card
1753,640,2024-03-25,Completed,Card
1754,664,2024-03-20,Completed,UPI
1755,2538,2024-03-20,Completed,Card
1756,1689,2024-03-01,Completed,UPI
1757,1070,2024-03-11,Returned,Net Banking
1758,2910,2024-03-23,Cancelled,Card
1759,1488,2024-03-20,Cancelled,UPI
1760,1263,2024-03-14,Completed,Net Banking
1761,707,2024-03-14,Cancelled,Card
1762,1779,2024-03-15,Completed,Card
1763,159,2024-03-04,Completed,Net Banking
1764,1841,2024-03-04,Completed,Card
1765,175,2024-03-17,Completed,Net Banking
1766,2428,2024-03-05,Completed,UPI
1767,2083,2024-03-07,Completed,Card
1768,939,2024-03-23,Completed,UPI
1769,1230,2024-03-16,Completed,Card
1770,1783,2024-03-19,Completed,Net Banking
1771,1760,2024-03-23,Completed,Card
1772,1368,2024-03-01,Completed,Card
1773,1042,2024-03-30,Completed,UPI
1774,2397,2024-03-12,Completed,Card
1775,1090,2024-03-02,Completed,UPI
1776,278,2024-03-01,Completed,Net Banking
1777,1034,2024-03-04,Completed,UPI
1778,2929,2024-03-03,Completed,Net Banking
1779,1291,2024-03-01,Completed,Card
1780,2501,2024-03-09,Completed,Net Banking
1781,2036,2024-03-27,Cancelled,Net Banking
1782,267,2024-03-21,Completed,Net Banking
1783,2470,2024-03-13,Completed,UPI
1784,1987,2024-03-07,Completed,UPI
1785,714,2024-03-27,Completed,Card
1786,2438,2024-03-19,Completed,Card
1787,1082,2024-03-23,Completed,Net Banking
1788,1914,2024-03-07,Completed,Net Banking
1789,1683,2024-03-03,Completed,Net Banking
1790,1063,2024-03-21,Completed,Net Banking
1791,2804,2024-03-12,Completed,Net Banking
1792,601,2024-03-29,Cancelled,UPI
1793,2202,2024-03-27,Completed,UPI
1794,1635,2024-03-18,Cancelled,Card
1795,1459,2024-03-15,Completed,Card
1796,48,2024-03-15,Completed,Card
1797,1943,2024-03-14,Completed,Card
1798,349,2024-03-19,Completed,Net Banking
1799,2047,2024-03-29,Completed,Card
1800,2068,2024-03-29,Completed,UPI
1801,205,2024-03-21,Completed,Card
1802,2380,2024-03-26,Completed,Card
1803,726,2024-03-08,Completed,Net Banking
1804,1546,2024-03-24,Completed,UPI
1805,745,2024-03-13,Completed,Net Banking
1806,2498,2024-03-10,Completed,Net Banking
1807,1089,2024-03-01,Completed,Card
1808,1385,2024-03-18,Completed,UPI
1809,2223,2024-03-09,Completed,Net Banking
1810,1639,2024-03-18,Completed,Net Banking
1811,1059,2024-03-05,Completed,Net Banking
1812,1741,2024-03-03,Completed,Card
1813,463,2024-03-27,Completed,Net Banking
1814,2457,2024-03-22,Completed,Card
1815,1947,2024-03-07,Completed,UPI
1816,1043,2024-03-02,Completed,UPI
1817,679,2024-03-30,Completed,UPI
1818,2525,2024-03-04,Completed,Card
1819,1121,2024-03-10,Completed,UPI
1820,1984,2024-03-25,Cancelled,Card
1821,2205,2024-03-20,Completed,Card
1822,1642,2024-03-28,Completed,Card
1823,1695,2024-03-09,Completed,Card
1824,1616,2024-03-30,Completed,Net Banking
1825,2529,2024-03-18,Completed,Net Banking
1826,1804,2024-03-18,Completed,Net Banking
1827,1394,2024-03-11,Completed,Net Banking
1828,2514,2024-03-04,Completed,Card
1829,1957,2024-03-25,Returned,UPI
1830,1944,2024-03-03,Completed,Card
1831,2275,2024-03-18,Completed,UPI
1832,2653,2024-03-23,Completed,UPI
1833,1553,2024-03-02,Completed,Net Banking
1834,557,2024-03-26,Completed,UPI
1835,1542,2024-03-10,Returned,UPI
1836,2038,2024-03-14,Completed,UPI
1837,1273,2024-03-27,Completed,UPI
1838,120,2024-03-29,Completed,UPI
1839,2075,2024-03-26,Completed,Card
1840,1657,2024-03-09,Cancelled,Net Banking
1841,2870,2024-03-11,Completed,Net Banking
1842,938,2024-03-12,Cancelled,Net Banking
1843,717,2024-03-04,Completed,UPI
1844,1942,2024-03-22,Completed,UPI
1845,324,2024-03-04,Completed,Card
1846,2062,2024-03-30,Completed,Net Banking
1847,2199,2024-03-25,Completed,Net Banking
1848,2289,2024-03-16,Completed,Card
1849,56,2024-03-30,Cancelled,Card
1850,1741,2024-03-21,Completed,Card
1851,1030,2024-03-17,Completed,UPI
1852,2853,2024-03-12,Completed,Net Banking
1853,1436,2024-03-18,Returned,UPI
1854,524,2024-03-10,Completed,Card
1855,1100,2024-03-26,Completed,UPI
1856,1169,2024-03-12,Completed,Card
1857,574,2024-03-04,Cancelled,Net Banking
1858,2995,2024-03-20,Returned,Net Banking
1859,1631,2024-03-29,Completed,UPI
1860,2005,2024-03-06,Completed,Net Banking
1861,299,2024-03-27,Cancelled,Card
1862,1586,2024-03-20,Returned,UPI
1863,136,2024-03-07,Completed,Card
1864,594,2024-03-17,Completed,UPI
1865,147,2024-03-01,Cancelled,Net Banking
1866,1624,2024-03-23,Completed,Net Banking
1867,706,2024-03-12,Completed,Net Banking
1868,220,2024-03-14,Completed,Net Banking
1869,2469,2024-03-16,Completed,Net Banking
1870,2811,2024-03-21,Completed,Net Banking
1871,506,2024-03-20,Completed,Net Banking
1872,1582,2024-03-24,Completed,UPI
1873,2829,2024-03-29,Completed,UPI
1874,1964,2024-03-05,Completed,Net Banking
1875,953,2024-03-13,Completed,Net Banking
1876,1035,2024-03-23,Completed,Card
1877,667,2024-03-15,Completed,Card
1878,2702,2024-03-21,Completed,Card
1879,2109,2024-03-28,Cancelled,Net Banking
1880,497,2024-03-05,Completed,Card
1881,9,2024-03-29,Completed,UPI
1882,186,2024-03-04,Cancelled,Net Banking
1883,2929,2024-03-16,Completed,Card
1884,381,2024-03-13,Completed,Card
1885,2627,2024-03-08,Cancelled,Card
1886,2255,2024-03-26,Completed,UPI
1887,2771,2024-03-27,Completed,Card
1888,748,2024-03-30,Completed,UPI
1889,1793,2024-03-13,Completed,Net Banking
1890,2738,2024-03-14,Completed,Card
1891,1520,2024-03-13,Completed,Card
1892,1831,2024-03-26,Completed,Net Banking
1893,2142,2024-03-02,Completed,Net Banking
1894,2246,2024-03-14,Completed,UPI
1895,1660,2024-03-20,Completed,Card
1896,2276,2024-03-18,Completed,Card
1897,2625,2024-03-22,Completed,UPI
1898,2423,2024-03-26,Completed,Card
1899,2436,2024-03-23,Completed,Card
1900,2874,2024-03-29,Completed,Net Banking
1901,61,2024-03-13,Completed,Card
1902,1889,2024-03-26,Completed,Card
1903,2893,2024-03-10,Completed,UPI
1904,306,2024-03-06,Completed,Net Banking
1905,2920,2024-03-20,Completed,UPI
1906,2471,2024-03-05,Cancelled,Net Banking
1907,2897,2024-03-02,Cancelled,UPI
1908,541,2024-03-30,Completed,Net Banking
1909,186,2024-03-27,Completed,Card
1910,518,2024-03-05,Completed,Card
1911,260,2024-03-02,Completed,Net Banking
1912,217,2024-03-31,Completed,Card
1913,668,2024-03-17,Cancelled,Net Banking
1914,1989,2024-03-03,Completed,Net Banking
1915,1073,2024-03-23,Completed,Card
1916,2222,2024-03-31,Cancelled,UPI
1917,242,2024-03-03,Completed,Net Banking
1918,1523,2024-03-19,Returned,UPI
1919,1291,2024-03-03,Completed,Card
1920,2333,2024-03-02,Completed,UPI
1921,1286,2024-03-19,Completed,UPI
1922,2066,2024-03-03,Completed,Net Banking
1923,2646,2024-03-08,Completed,UPI
1924,874,2024-03-19,Cancelled,Card
1925,474,2024-03-25,Completed,Net Banking
1926,1274,2024-03-07,Completed,Net Banking
1927,1362,2024-03-09,Completed,Net Banking
1928,751,2024-03-22,Completed,Card
1929,992,2024-03-17,Completed,UPI
1930,1784,2024-03-18,Completed,Card
1931,1228,2024-03-09,Cancelled,Net Banking
1932,934,2024-03-26,Completed,Net Banking
1933,195,2024-03-18,Completed,UPI
1934,1475,2024-03-13,Completed,Card
1935,2313,2024-03-07,Completed,Net Banking
1936,1366,2024-03-30,Cancelled,Card
1937,2993,2024-03-10,Completed,Card
1938,342,2024-03-31,Returned,Net Banking
1939,79,2024-03-22,Completed,Net Banking
1940,2813,2024-03-02,Completed,Card
1941,958,2024-03-12,Completed,UPI
1942,339,2024-03-01,Completed,UPI
1943,1711,2024-03-06,Completed,Card
1944,1382,2024-03-04,Completed,Card
1945,2410,2024-03-22,Completed,Net Banking
1946,180,2024-03-10,Returned,UPI
1947,2256,2024-03-20,Completed,Net Banking
1948,945,2024-03-01,Completed,Card
1949,2776,2024-03-10,Completed,Net Banking
1950,2372,2024-03-23,Completed,Card
1951,187,2024-03-14,Completed,UPI
1952,1229,2024-03-18,Completed,Card
1953,714,2024-03-29,Returned,Card
1954,601,2024-03-11,Completed,Card
1955,1995,2024-03-31,Completed,Net Banking
1956,1756,2024-03-19,Cancelled,Net Banking
1957,1585,2024-03-18,Completed,Card
1958,2845,2024-03-09,Completed,Card
1959,2380,2024-03-10,Completed,Card
1960,2011,2024-03-13,Completed,Card
1961,659,2024-03-07,Completed,Card
1962,1045,2024-03-11,Completed,UPI
1963,1044,2024-03-18,Completed,Card
1964,907,2024-03-08,Completed,Card
1965,131,2024-03-26,Completed,UPI
1966,2610,2024-03-01,Completed,UPI
1967,478,2024-03-05,Completed,Card
1968,27,2024-03-30,Completed,UPI
1969,2225,2024-03-26,Completed,Card
1970,2432,2024-03-19,Completed,UPI
1971,985,2024-03-31,Completed,Card
1972,1875,2024-03-05,Completed,Card
1973,102,2024-03-29,Completed,UPI
1974,1411,2024-03-26,Completed,Net Banking
1975,1768,2024-03-07,Completed,Net Banking
1976,1445,2024-03-03,Cancelled,Card
1977,2812,2024-03-01,Completed,Card
1978,867,2024-03-14,Completed,Net Banking
1979,1282,2024-03-19,Completed,UPI
1980,386,2024-03-23,Completed,Net Banking
1981,969,2024-03-30,Completed,Net Banking
1982,2494,2024-03-13,Cancelled,Net Banking
1983,1359,2024-03-09,Returned,Card
1984,2959,2024-03-06,Completed,Card
1985,2520,2024-03-07,Completed,Card
1986,637,2024-03-31,Completed,UPI
1987,2995,2024-03-07,Completed,Net Banking
1988,1475,2024-03-31,Completed,Net Banking
1989,2570,2024-03-05,Completed,Net Banking
1990,2927,2024-03-09,Completed,Card
1991,2040,2024-03-15,Completed,Net Banking
1992,2941,2024-03-12,Completed,Card
1993,193,2024-03-29,Completed,Card
1994,2437,2024-03-26,Completed,UPI
1995,2395,2024-03-29,Completed,Card
1996,2670,2024-03-01,Completed,UPI
1997,1223,2024-03-16,Completed,Card
1998,120,2024-03-04,Completed,Net Banking
1999,1606,2024-03-13,Completed,Card
2000,58,2024-03-16,Completed,Net Banking
2001,167,2024-03-15,Completed,Card
2002,1613,2024-03-17,Completed,Net Banking
2003,149,2024-03-21,Completed,Card
2004,921,2024-03-23,Completed,UPI
2005,778,2024-03-15,Completed,Card
2006,602,2024-03-10,Completed,Net Banking
2007,2682,2024-03-11,Completed,Net Banking
2008,2109,2024-03-22,Cancelled,Card
2009,2815,2024-03-31,Completed,UPI
2010,2967,2024-03-08,Completed,Card
2011,1080,2024-03-13,Completed,Card
2012,1154,2024-03-31,Cancelled,Card
2013,2178,2024-03-12,Completed,Card
2014,318,2024-03-08,Completed,Net Banking
2015,2945,2024-03-12,Completed,Net Banking
2016,1101,2024-03-22,Completed,UPI
2017,2604,2024-03-24,Completed,Card
2018,1110,2024-03-16,Completed,Net Banking
2019,1149,2024-03-07,Completed,UPI
2020,33,2024-03-23,Completed,Net Banking
2021,1400,2024-03-27,Completed,Card
2022,1627,2024-03-13,Completed,Card
2023,1132,2024-03-15,Completed,Net Banking
2024,502,2024-03-13,Cancelled,Net Banking
2025,801,2024-03-19,Completed,UPI
2026,1298,2024-03-25,Cancelled,Card
2027,2695,2024-03-08,Completed,Net Banking
2028,2645,2024-03-18,Completed,Net Banking
2029,493,2024-03-30,Completed,UPI
2030,1304,2024-03-09,Completed,Net Banking
2031,2071,2024-03-14,Completed,Net Banking
2032,2037,2024-03-04,Completed,Net Banking
2033,1399,2024-03-14,Cancelled,Card
2034,2365,2024-03-05,Completed,UPI
2035,14,2024-03-15,Completed,Net Banking
2036,1463,2024-03-23,Completed,Net Banking
2037,1506,2024-03-30,Completed,Card
2038,623,2024-03-30,Completed,Net Banking
2039,764,2024-03-10,Completed,Card
2040,2475,2024-03-01,Completed,Net Banking
2041,1631,2024-03-25,Completed,Card
2042,499,2024-03-07,Completed,UPI
2043,2953,2024-03-06,Completed,Net Banking
2044,524,2024-03-12,Completed,UPI
2045,693,2024-03-05,Completed,UPI
2046,779,2024-03-20,Cancelled,Card
2047,1941,2024-03-12,Completed,Card
2048,1734,2024-03-08,Completed,Card
2049,201,2024-03-30,Completed,Net Banking
2050,2040,2024-03-20,Completed,Net Banking
2051,159,2024-03-13,Completed,Card
2052,2268,2024-03-21,Completed,Net Banking
2053,2020,2024-03-03,Completed,UPI
2054,1649,2024-03-25,Completed,UPI
2055,888,2024-03-07,Returned,Card
2056,70,2024-03-17,Completed,UPI
2057,2746,2024-03-18,Cancelled,Net Banking
2058,1449,2024-03-06,Completed,Net Banking
2059,202,2024-03-21,Cancelled,Net Banking
2060,2654,2024-03-28,Completed,UPI
2061,968,2024-03-27,Completed,Card
2062,1327,2024-03-18,Completed,Card
2063,1644,2024-03-06,Completed,UPI
2064,2950,2024-03-27,Completed,Card
2065,1951,2024-03-26,Completed,Net Banking
2066,2565,2024-03-30,Completed,UPI
2067,2758,2024-03-19,Completed,Card
2068,1540,2024-03-24,Completed,UPI
2069,758,2024-03-12,Completed,Card
2070,1781,2024-03-06,Returned,Card
2071,2986,2024-03-05,Completed,Card
2072,2935,2024-03-08,Completed,UPI
2073,1860,2024-03-21,Completed,Net Banking
2074,1747,2024-03-06,Completed,Card
2075,1595,2024-03-21,Completed,UPI
2076,1947,2024-03-20,Completed,Card
2077,2861,2024-03-19,Completed,Net Banking
2078,1566,2024-03-25,Completed,Net Banking
2079,745,2024-03-11,Completed,Card
2080,1442,2024-03-03,Completed,UPI
2081,2622,2024-03-19,Completed,UPI
2082,5,2024-03-02,Completed,UPI
2083,2726,2024-03-18,Completed,UPI
2084,1268,2024-03-30,Cancelled,Card
2085,139,2024-03-23,Completed,Card
2086,2864,2024-03-11,Completed,Net Banking
2087,2526,2024-03-14,Completed,Card
2088,2663,2024-03-19,Completed,UPI
2089,203,2024-03-07,Completed,Net Banking
2090,1433,2024-03-12,Completed,UPI
2091,1228,2024-03-14,Completed,UPI
2092,2293,2024-03-28,Completed,Net Banking
2093,2693,2024-03-14,Completed,UPI
2094,1260,2024-03-08,Completed,UPI
2095,2472,2024-03-30,Completed,Card
2096,1168,2024-03-15,Completed,UPI
2097,2769,2024-03-25,Completed,Card
2098,2431,2024-03-02,Completed,Net Banking
2099,2741,2024-03-19,Completed,Net Banking
2100,425,2024-03-06,Returned,Net Banking
2101,710,2024-03-23,Completed,Card
2102,2125,2024-03-29,Completed,Net Banking
2103,2399,2024-03-16,Completed,Card
2104,1237,2024-03-02,Completed,UPI
2105,2503,2024-03-24,Completed,Card
2106,1458,2024-03-28,Completed,Card
2107,1460,2024-03-28,Completed,Card
2108,2776,2024-03-21,Completed,Net Banking
2109,895,2024-03-20,Cancelled,UPI
2110,1341,2024-03-23,Completed,Card
2111,1520,2024-03-18,Completed,Card
2112,2748,2024-03-06,Completed,Card
2113,1200,2024-03-15,Completed,Net Banking
2114,951,2024-03-10,Completed,UPI
2115,2696,2024-03-26,Completed,Card
2116,2668,2024-03-26,Completed,Card
2117,206,2024-03-31,Completed,Card
2118,1172,2024-03-29,Completed,Card
2119,636,2024-03-02,Completed,UPI
2120,2291,2024-03-06,Completed,UPI
2121,1380,2024-03-25,Completed,Card
2122,2132,2024-03-05,Returned,Card
2123,551,2024-03-01,Completed,Card
2124,41,2024-03-29,Completed,UPI
2125,2836,2024-03-03,Completed,UPI
2126,1749,2024-03-28,Completed,Net Banking
2127,233,2024-03-29,Completed,Card
2128,709,2024-03-31,Cancelled,Net Banking
2129,119,2024-03-08,Completed,Card
2130,1213,2024-03-18,Completed,Net Banking
2131,668,2024-03-23,Returned,Card
2132,1800,2024-03-02,Completed,UPI
2133,417,2024-03-25,Completed,Net Banking
2134,434,2024-03-14,Completed,Card
2135,2621,2024-03-12,Completed,UPI
2136,2577,2024-03-16,Completed,Card
2137,2453,2024-03-11,Completed,Net Banking
2138,2187,2024-03-25,Completed,Net Banking
2139,1021,2024-03-16,Completed,Card
2140,347,2024-03-05,Completed,Net Banking
2141,2855,2024-03-08,Completed,UPI
2142,303,2024-03-30,Completed,UPI
2143,2578,2024-03-26,Cancelled,UPI
2144,2529,2024-03-20,Completed,Net Banking
2145,418,2024-03-16,Completed,UPI
2146,903,2024-03-08,Completed,Card
2147,463,2024-03-05,Completed,UPI
2148,788,2024-03-13,Cancelled,Card
2149,1206,2024-03-10,Completed,Card
2150,2084,2024-03-16,Completed,Card
2151,681,2024-03-26,Completed,Net Banking
2152,293,2024-03-12,Completed,Card
2153,2876,2024-03-20,Cancelled,Net Banking
2154,1297,2024-03-24,Completed,UPI
2155,699,2024-03-26,Completed,Card
2156,1636,2024-03-03,Completed,Net Banking
2157,1511,2024-03-21,Completed,Card
2158,1682,2024-03-11,Completed,UPI
2159,1648,2024-03-19,Completed,Net Banking
2160,2550,2024-03-06,Completed,Card
2161,312,2024-03-13,Completed,Net Banking
2162,2258,2024-03-22,Completed,Net Banking
2163,2205,2024-03-21,Completed,UPI
2164,644,2024-03-28,Completed,Card
2165,709,2024-03-31,Completed,UPI
2166,2205,2024-03-12,Completed,UPI
2167,35,2024-03-29,Completed,Net Banking
2168,240,2024-03-18,Completed,Card
2169,2335,2024-03-06,Cancelled,UPI
2170,1002,2024-03-16,Completed,Net Banking
2171,1636,2024-03-10,Completed,Card
2172,1214,2024-03-07,Completed,Card
2173,792,2024-03-03,Completed,Card
2174,2506,2024-03-06,Completed,Card
2175,2094,2024-03-31,Cancelled,Net Banking
2176,2520,2024-03-16,Completed,UPI
2177,2357,2024-03-09,Completed,Card
2178,2251,2024-03-24,Completed,UPI
2179,2819,2024-03-24,Completed,Card
2180,806,2024-03-30,Completed,Card
2181,1318,2024-03-01,Completed,Card
2182,963,2024-03-29,Completed,UPI
2183,2523,2024-03-27,Completed,Net Banking
2184,1631,2024-03-15,Completed,UPI
2185,2277,2024-03-06,Returned,Net Banking
2186,1982,2024-03-07,Completed,Net Banking
2187,2586,2024-03-29,Returned,UPI
2188,430,2024-03-15,Completed,Card
2189,636,2024-03-07,Completed,Card
2190,625,2024-03-20,Completed,Net Banking
2191,2458,2024-03-15,Completed,UPI
2192,2869,2024-03-31,Completed,UPI
2193,178,2024-03-21,Completed,UPI
2194,2205,2024-03-29,Completed,UPI
2195,522,2024-03-20,Completed,UPI
2196,2061,2024-03-30,Completed,Net Banking
2197,1012,2024-03-21,Completed,Net Banking
2198,69,2024-03-22,Returned,Card
2199,1636,2024-03-23,Completed,Net Banking
2200,1326,2024-03-05,Completed,Net Banking
2201,916,2024-03-11,Completed,Net Banking
2202,560,2024-03-10,Completed,UPI
2203,2529,2024-03-05,Completed,UPI
2204,2535,2024-03-19,Completed,Card
2205,2785,2024-03-22,Completed,Net Banking
2206,309,2024-03-09,Returned,Net Banking
2207,994,2024-03-15,Completed,Net Banking
2208,2382,2024-03-24,Completed,UPI
2209,1087,2024-03-01,Completed,Net Banking
2210,2109,2024-03-21,Completed,UPI
2211,129,2024-03-27,Completed,UPI
2212,1188,2024-03-13,Completed,Card
2213,1035,2024-03-27,Completed,Card
2214,2211,2024-03-29,Completed,Net Banking
2215,1250,2024-03-16,Completed,Card
2216,435,2024-03-09,Completed,Card
2217,1832,2024-03-30,Completed,Card
2218,2784,2024-03-02,Completed,Net Banking
2219,2444,2024-03-29,Completed,UPI
2220,1070,2024-03-18,Completed,UPI
2221,2333,2024-03-15,Completed,Net Banking
2222,2175,2024-03-04,Completed,Net Banking
2223,2585,2024-03-04,Completed,Net Banking
2224,1112,2024-03-08,Cancelled,UPI
2225,178,2024-03-20,Completed,UPI
2226,1533,2024-03-27,Completed,UPI
2227,1326,2024-03-04,Cancelled,UPI
2228,1743,2024-03-30,Completed,Card
2229,1359,2024-03-01,Completed,Net Banking
2230,2044,2024-03-09,Completed,UPI
2231,2447,2024-03-12,Completed,Card
2232,923,2024-03-18,Completed,Card
2233,2985,2024-03-11,Completed,Net Banking
2234,1616,2024-03-08,Completed,Card
2235,1935,2024-03-25,Completed,Card
2236,1109,2024-03-14,Completed,Card
2237,2766,2024-03-23,Completed,Card
2238,1419,2024-03-22,Completed,Card
2239,2004,2024-03-11,Completed,Card
2240,214,2024-03-30,Completed,UPI
2241,1836,2024-03-09,Completed,Card
2242,579,2024-03-12,Completed,Net Banking
2243,1890,2024-03-27,Completed,Net Banking
2244,2471,2024-03-10,Completed,UPI
2245,512,2024-03-07,Completed,Card
2246,2462,2024-03-17,Returned,Card
2247,718,2024-03-29,Completed,UPI
2248,1947,2024-03-18,Completed,Net Banking
2249,257,2024-03-22,Completed,Net Banking
2250,2708,2024-03-27,Completed,Card
2251,2097,2024-04-03,Completed,UPI
2252,1563,2024-04-08,Completed,UPI
2253,1629,2024-04-25,Completed,UPI
2254,1623,2024-04-26,Completed,UPI
2255,1399,2024-04-08,Completed,Net Banking
2256,460,2024-04-01,Completed,UPI
2257,2177,2024-03-31,Cancelled,Net Banking
2258,349,2024-04-22,Completed,Net Banking
2259,1208,2024-04-20,Completed,Net Banking
2260,2967,2024-04-19,Completed,Card
2261,2909,2024-04-20,Completed,Card
2262,734,2024-04-01,Completed,Net Banking
2263,2705,2024-04-19,Cancelled,Card
2264,2214,2024-04-16,Completed,UPI
2265,1345,2024-03-31,Completed,UPI
2266,845,2024-04-25,Completed,Card
2267,747,2024-04-02,Completed,Card
2268,2197,2024-04-27,Completed,Card
2269,1379,2024-04-08,Completed,Card
2270,2582,2024-04-18,Completed,UPI
2271,1293,2024-04-11,Completed,UPI
2272,2573,2024-04-02,Completed,Net Banking
2273,49,2024-04-30,Completed,Card
2274,82,2024-04-12,Completed,Net Banking
2275,43,2024-04-02,Completed,Card
2276,1291,2024-04-20,Completed,UPI
2277,2827,2024-04-01,Completed,Card
2278,1343,2024-04-09,Completed,Card
2279,1406,2024-04-02,Cancelled,Net Banking
2280,1647,2024-04-24,Completed,Card
2281,1643,2024-04-19,Completed,Card
2282,1368,2024-04-20,Completed,UPI
2283,1196,2024-04-20,Completed,Net Banking
2284,2396,2024-04-07,Completed,UPI
2285,1189,2024-04-12,Completed,Net Banking
2286,2082,2024-04-04,Cancelled,Card
2287,2436,2024-04-17,Completed,UPI
2288,1022,2024-04-29,Completed,UPI
2289,2887,2024-04-26,Completed,Card
2290,839,2024-04-20,Completed,Net Banking
2291,1530,2024-04-01,Returned,Net Banking
2292,877,2024-04-15,Completed,UPI
2293,2086,2024-04-04,Cancelled,UPI
2294,2372,2024-04-16,Completed,Card
2295,2356,2024-04-13,Completed,UPI
2296,2486,2024-04-27,Completed,Card
2297,1140,2024-04-17,Cancelled,UPI
2298,2896,2024-04-27,Completed,UPI
2299,2011,2024-04-27,Completed,Card
2300,1741,2024-04-30,Completed,Card
2301,1110,2024-04-26,Completed,Card
2302,854,2024-04-30,Completed,Card
2303,1816,2024-04-15,Completed,Net Banking
2304,879,2024-04-07,Completed,UPI
2305,953,2024-04-03,Completed,Net Banking
2306,2100,2024-04-06,Completed,Card
2307,1622,2024-04-04,Completed,Card
2308,2684,2024-04-02,Completed,Card
2309,2967,2024-04-01,Completed,Card
2310,1145,2024-04-24,Completed,Net Banking
2311,2885,2024-04-26,Completed,Card
2312,2257,2024-04-26,Completed,UPI
2313,2599,2024-04-30,Cancelled,UPI
2314,2286,2024-04-23,Completed,UPI
2315,1529,2024-04-05,Completed,UPI
2316,58,2024-04-09,Completed,Net Banking
2317,442,2024-04-03,Completed,Card
2318,2154,2024-04-12,Completed,Card
2319,612,2024-03-31,Completed,Net Banking
2320,621,2024-04-29,Completed,UPI
2321,1697,2024-04-28,Completed,UPI
2322,2228,2024-04-30,Completed,UPI
2323,246,2024-03-31,Completed,UPI
2324,2521,2024-04-06,Completed,Card
2325,448,2024-04-02,Completed,Net Banking
2326,1936,2024-04-16,Cancelled,UPI
2327,103,2024-04-03,Completed,Net Banking
2328,459,2024-04-25,Returned,Card
2329,1052,2024-04-14,Completed,Card
2330,540,2024-04-09,Completed,Net Banking
2331,742,2024-04-10,Completed,Card
2332,2722,2024-04-29,Completed,UPI
2333,2528,2024-04-12,Completed,UPI
