order_item_id,order_id,product_id,quantity,selling_price,discount
5102,2560,93,2,125.45,17.41
5103,2560,113,1,223.8,31.06
5104,2561,14,2,27.57,2.63
5105,2561,69,2,117.44,11.18
5106,2561,3,1,21.14,2.01
5107,2562,13,2,166.17,21.74
5108,2562,7,1,103.46,13.54
5109,2563,54,3,107.9,12.73
5110,2563,54,3,107.9,12.73
5111,2563,104,3,188.59,22.25
5112,2564,44,2,103.32,15.37
5113,2564,71,3,48.58,7.23
5114,2564,32,2,134.68,20.03
5115,2565,13,1,166.17,18.89
5116,2566,86,2,57.37,3.21
5117,2566,90,3,28.9,1.61
5118,2566,116,1,113.9,6.36
5119,2567,13,1,166.17,15.67
5120,2567,117,1,86.58,8.16
5121,2568,6,3,145.22,13.1
5122,2568,82,1,69.77,6.29
5123,2568,3,2,21.14,1.91
5124,2569,35,1,119.26,15.11
5125,2569,92,3,100.0,12.67
5126,2569,6,3,145.22,18.4
5127,2570,101,2,134.69,13.34
5128,2571,72,1,119.09,15.12
5129,2571,88,2,82.03,10.41
5130,2572,24,2,127.8,16.9
5131,2572,100,1,45.87,6.07
5132,2572,32,2,134.68,17.81
5133,2573,24,3,127.8,9.03
5134,2573,33,3,66.63,4.71
5135,2573,42,3,167.38,11.82
5136,2574,75,3,162.84,12.01
5137,2574,24,3,127.8,9.42
5138,2575,35,2,119.26,9.33
5139,2575,81,2,56.73,4.44
5140,2575,31,1,178.78,13.99
5141,2576,55,1,17.33,1.94
5142,2576,77,1,59.24,6.62
5143,2577,87,3,36.91,3.8
5144,2578,24,3,127.8,9.94
5145,2579,98,3,34.37,4.26
5146,2579,89,1,59.41,7.37
5147,2579,42,2,167.38,20.76
5148,2580,51,3,22.69,1.15
5149,2580,65,2,21.88,1.11
5150,2581,2,3,60.21,5.08
5151,2581,91,1,61.19,5.16
5152,2581,19,1,105.24,8.88
5153,2582,40,3,104.18,14.4
5154,2582,111,1,117.88,16.3
5155,2582,15,3,160.59,22.2
5156,2583,59,1,80.67,5.64
5157,2584,48,2,89.05,13.16
5158,2584,42,1,167.38,24.73
5159,2584,101,2,134.69,19.9
5160,2585,82,3,69.77,7.07
5161,2586,58,3,129.59,11.69
5162,2587,76,3,134.39,15.47
5163,2587,81,2,56.73,6.53
5164,2588,31,3,178.78,9.28
5165,2588,12,3,59.86,3.11
5166,2588,113,3,223.8,11.62
5167,2589,60,3,86.13,5.89
5168,2589,19,2,105.24,7.2
5169,2590,94,1,117.99,5.93
5170,2590,100,3,45.87,2.3
5171,2590,2,3,60.21,3.02
5172,2591,92,2,100.0,6.71
5173,2591,107,1,27.76,1.86
5174,2592,78,3,99.46,6.3
5175,2593,13,1,166.17,20.89
5176,2593,84,3,173.75,21.85
5177,2594,91,3,61.19,4.4
5178,2594,117,3,86.58,6.22
5179,2595,103,1,169.01,25.32
5180,2595,19,1,105.24,15.77
5181,2596,117,1,86.58,6.89
5182,2596,55,2,17.33,1.38
5183,2596,36,1,233.82,18.59
5184,2597,114,1,126.24,13.84
5185,2598,50,2,32.56,2.44
5186,2598,99,3,106.12,7.94
5187,2598,120,2,135.63,10.15
5188,2599,31,1,178.78,19.85
5189,2599,108,1,122.79,13.63
5190,2600,29,1,172.54,14.12
5191,2600,57,2,52.65,4.31
5192,2601,97,3,108.49,10.03
5193,2602,57,1,52.65,6.73
5194,2602,39,1,57.64,7.37
5195,2602,53,2,121.14,15.49
5196,2603,88,1,82.03,11.3
5197,2603,86,1,57.37,7.9
5198,2603,80,2,105.02,14.46
5199,2604,44,2,103.32,15.48
5200,2604,25,2,129.17,19.35
5201,2604,117,3,86.58,12.97
5202,2605,27,2,196.31,13.69
5203,2606,20,2,85.03,8.19
5204,2606,46,2,207.61,20.01
5205,2606,72,3,119.09,11.48
5206,2607,103,1,169.01,13.7
5207,2607,76,1,134.39,10.89
5208,2607,16,3,127.6,10.34
5209,2608,80,2,105.02,10.76
5210,2609,46,2,207.61,18.35
5211,2610,64,3,95.59,6.47
5212,2610,99,3,106.12,7.18
5213,2611,79,3,96.31,6.3
5214,2611,34,3,126.16,8.25
5215,2611,106,1,46.99,3.07
5216,2612,5,3,70.45,8.7
5217,2612,23,2,167.92,20.73
5218,2612,59,3,80.67,9.96
5219,2613,20,2,85.03,7.42
5220,2614,109,3,138.27,9.3
5221,2614,22,1,34.6,2.33
5222,2615,61,1,152.15,15.64
5223,2615,59,1,80.67,8.29
5224,2615,80,1,105.02,10.79
5225,2616,89,1,59.41,8.3
5226,2616,99,3,106.12,14.82
5227,2617,30,3,126.92,11.41
5228,2617,4,1,55.67,5.0
5229,2617,1,2,129.41,11.63
5230,2618,9,3,65.35,8.84
5231,2618,109,1,138.27,18.71
5232,2618,106,1,46.99,6.36
5233,2619,56,2,120.76,12.28
5234,2619,116,1,113.9,11.58
5235,2620,83,3,169.25,16.42
5236,2620,109,3,138.27,13.41
5237,2620,1,2,129.41,12.55
5238,2621,119,3,111.08,9.82
5239,2621,36,3,233.82,20.66
5240,2621,88,1,82.03,7.25
5241,2622,53,1,121.14,17.8
5242,2623,81,2,56.73,7.55
5243,2623,119,2,111.08,14.79
5244,2623,6,2,145.22,19.34
5245,2624,39,1,57.64,4.39
5246,2624,36,3,233.82,17.79
5247,2625,99,2,106.12,15.7
5248,2625,50,2,32.56,4.82
5249,2625,43,3,95.34,14.1
5250,2626,109,1,138.27,16.02
5251,2626,7,2,103.46,11.99
5252,2626,61,3,152.15,17.63
5253,2627,67,2,80.2,8.23
5254,2627,100,1,45.87,4.71
5255,2628,15,2,160.59,18.34
5256,2629,118,1,15.66,0.97
5257,2629,10,1,88.23,5.47
5258,2630,6,1,145.22,16.25
5259,2631,84,2,173.75,12.1
5260,2632,100,1,45.87,2.69
5261,2632,74,1,84.93,4.98
5262,2632,78,1,99.46,5.83
5263,2633,84,3,173.75,21.62
5264,2633,50,1,32.56,4.05
5265,2633,68,3,60.94,7.58
5266,2634,71,2,48.58,3.45
5267,2635,37,2,84.19,11.38
5268,2635,90,2,28.9,3.91
5269,2636,44,2,103.32,7.97
5270,2637,4,1,55.67,3.5
5271,2637,14,1,27.57,1.73
5272,2638,80,2,105.02,6.05
5273,2639,69,2,117.44,13.95
5274,2640,30,2,126.92,8.46
5275,2640,19,1,105.24,7.01
5276,2640,11,2,32.81,2.19
5277,2641,85,3,179.2,13.54
5278,2642,74,1,84.93,7.17
5279,2642,96,3,48.44,4.09
5280,2642,85,3,179.2,15.13
5281,2643,115,3,30.19,4.03
5282,2643,48,3,89.05,11.89
5283,2644,84,1,173.75,19.15
5284,2644,102,3,121.48,13.39
5285,2645,41,1,47.64,3.74
5286,2646,7,1,103.46,8.4
5287,2646,112,1,82.57,6.7
5288,2647,93,3,125.45,8.51
5289,2648,8,1,133.99,17.0
5290,2648,84,1,173.75,22.05
5291,2648,120,3,135.63,17.21
5292,2649,108,3,122.79,14.54
5293,2649,102,3,121.48,14.39
5294,2649,104,1,188.59,22.34
5295,2650,77,1,59.24,3.04
5296,2650,50,3,32.56,1.67
5297,2651,77,2,59.24,8.3
5298,2651,90,3,28.9,4.05
5299,2651,119,3,111.08,15.57
5300,2652,22,1,34.6,2.92
5301,2653,96,3,48.44,4.69
5302,2654,84,1,173.75,21.93
5303,2654,40,3,104.18,13.15
5304,2655,68,1,60.94,9.09
5305,2655,88,1,82.03,12.24
5306,2655,107,3,27.76,4.14
5307,2656,79,3,96.31,10.74
5308,2656,26,3,74.38,8.29
5309,2656,110,2,14.98,1.67
5310,2657,45,2,131.4,9.19
5311,2657,59,1,80.67,5.64
5312,2658,16,2,127.6,13.44
5313,2659,105,3,47.02,5.45
5314,2659,60,2,86.13,9.98
5315,2659,31,1,178.78,20.71
5316,2660,62,1,188.67,22.12
5317,2661,62,2,188.67,18.31
5318,2661,113,2,223.8,21.72
5319,2662,51,3,22.69,2.22
5320,2663,57,2,52.65,7.47
5321,2664,22,2,34.6,4.31
5322,2664,81,3,56.73,7.07
5323,2664,1,1,129.41,16.12
5324,2665,73,1,50.5,6.53
5325,2665,26,2,74.38,9.61
5326,2666,113,2,223.8,28.18
5327,2667,8,2,133.99,11.85
5328,2667,78,1,99.46,8.8
5329,2667,34,1,126.16,11.16
5330,2668,5,2,70.45,9.91
5331,2669,58,1,129.59,18.51
5332,2669,39,1,57.64,8.23
5333,2670,68,1,60.94,8.1
5334,2671,117,2,86.58,5.09
5335,2671,79,1,96.31,5.66
5336,2672,61,1,152.15,7.77
5337,2672,115,3,30.19,1.54
5338,2672,28,1,111.64,5.7
5339,2673,92,2,100.0,7.37
5340,2674,93,2,125.45,10.52
5341,2675,91,1,61.19,7.32
5342,2676,110,3,14.98,2.2
5343,2677,108,2,122.79,7.77
5344,2677,91,2,61.19,3.87
5345,2678,46,1,207.61,16.06
5346,2678,101,1,134.69,10.42
5347,2678,18,2,82.14,6.35
5348,2679,107,1,27.76,2.17
5349,2679,97,3,108.49,8.48
5350,2680,113,3,223.8,25.3
5351,2680,38,3,96.19,10.88
5352,2680,75,2,162.84,18.41
5353,2681,76,2,134.39,9.56
5354,2681,3,2,21.14,1.5
5355,2682,61,2,152.15,18.04
5356,2683,69,1,117.44,14.09
5357,2684,97,3,108.49,9.98
5358,2684,100,2,45.87,4.22
5359,2685,7,2,103.46,9.82
5360,2686,21,3,149.08,10.39
5361,2686,71,2,48.58,3.38
5362,2687,120,2,135.63,9.48
5363,2688,110,1,14.98,2.17
5364,2688,60,2,86.13,12.5
5365,2689,64,1,95.59,8.99
5366,2689,36,1,233.82,21.98
5367,2690,13,2,166.17,12.38
5368,2690,82,3,69.77,5.2
5369,2691,55,2,17.33,2.55
5370,2691,106,1,46.99,6.9
5371,2691,57,1,52.65,7.73
5372,2692,86,1,57.37,8.53
5373,2692,11,2,32.81,4.88
5374,2692,81,3,56.73,8.44
5375,2693,96,3,48.44,5.98
5376,2693,107,3,27.76,3.43
5377,2693,100,3,45.87,5.67
5378,2694,113,3,223.8,32.15
5379,2694,68,1,60.94,8.76
5380,2695,94,2,117.99,7.35
5381,2696,86,2,57.37,6.47
5382,2696,65,3,21.88,2.47
5383,2697,66,3,102.8,9.96
5384,2698,50,2,32.56,4.24
5385,2698,73,1,50.5,6.57
5386,2698,99,1,106.12,13.81
5387,2699,114,2,126.24,8.66
5388,2699,98,2,34.37,2.36
5389,2699,114,2,126.24,8.66
5390,2700,118,3,15.66,2.06
5391,2700,78,3,99.46,13.1
5392,2700,1,2,129.41,17.05
5393,2701,119,2,111.08,11.84
5394,2701,20,1,85.03,9.06
5395,2702,6,2,145.22,11.94
5396,2702,60,2,86.13,7.08
5397,2703,52,1,111.42,8.45
5398,2703,20,3,85.03,6.45
5399,2704,94,1,117.99,14.41
5400,2704,68,1,60.94,7.44
5401,2704,15,1,160.59,19.61
5402,2705,43,1,95.34,10.25
5403,2705,91,1,61.19,6.58
5404,2705,43,2,95.34,10.25
5405,2706,67,2,80.2,10.41
5406,2706,78,1,99.46,12.91
5407,2707,99,1,106.12,6.06
5408,2707,93,3,125.45,7.16
5409,2707,57,1,52.65,3.0
5410,2708,114,2,126.24,16.66
5411,2708,65,3,21.88,2.89
5412,2709,97,2,108.49,6.05
5413,2709,112,3,82.57,4.6
5414,2710,115,1,30.19,2.12
5415,2711,39,3,57.64,7.43
5416,2712,71,1,48.58,4.53
5417,2712,84,1,173.75,16.2
5418,2712,25,2,129.17,12.05
5419,2713,40,3,104.18,7.33
5420,2713,94,3,117.99,8.3
5421,2714,95,2,221.81,20.0
5422,2714,57,1,52.65,4.75
5423,2714,13,2,166.17,14.99
5424,2715,16,2,127.6,7.05
5425,2716,22,3,34.6,3.47
5426,2717,48,2,89.05,4.79
5427,2717,61,3,152.15,8.18
5428,2717,77,1,59.24,3.18
5429,2718,10,2,88.23,10.37
5430,2718,51,3,22.69,2.67
5431,2719,58,2,129.59,8.26
5432,2720,60,1,86.13,4.65
5433,2720,31,3,178.78,9.65
5434,2721,67,2,80.2,10.38
5435,2721,99,3,106.12,13.73
5436,2722,80,3,105.02,8.06
5437,2722,99,3,106.12,8.14
5438,2723,101,3,134.69,9.67
5439,2723,111,3,117.88,8.46
5440,2723,83,2,169.25,12.15
5441,2724,110,2,14.98,1.81
5442,2725,96,2,48.44,2.59
5443,2725,57,2,52.65,2.81
5444,2725,31,1,178.78,9.55
5445,2726,23,2,167.92,21.84
5446,2727,26,3,74.38,4.67
5447,2728,64,3,95.59,5.74
5448,2728,57,3,52.65,3.16
5449,2728,92,3,100.0,6.01
5450,2729,27,3,196.31,26.84
5451,2729,52,2,111.42,15.23
5452,2730,28,1,111.64,5.76
5453,2731,90,1,28.9,3.47
5454,2732,55,2,17.33,2.09
5455,2732,3,1,21.14,2.54
5456,2733,94,3,117.99,10.59
5457,2733,79,3,96.31,8.65
5458,2733,115,2,30.19,2.71
5459,2734,67,2,80.2,8.23
5460,2735,59,3,80.67,7.93
5461,2735,104,2,188.59,18.54
5462,2735,112,1,82.57,8.12
5463,2736,112,3,82.57,9.89
5464,2737,19,3,105.24,9.16
5465,2737,1,3,129.41,11.26
5466,2738,98,3,34.37,5.05
5467,2739,20,2,85.03,8.03
5468,2739,85,1,179.2,16.91
5469,2739,114,3,126.24,11.91
5470,2740,105,1,47.02,6.38
5471,2741,7,2,103.46,10.79
5472,2742,96,2,48.44,2.46
5473,2742,97,2,108.49,5.5
5474,2743,115,2,30.19,2.74
5475,2743,99,3,106.12,9.62
5476,2744,70,2,174.54,14.36
5477,2744,112,1,82.57,6.79
5478,2745,22,1,34.6,3.22
5479,2746,119,1,111.08,11.34
5480,2746,77,2,59.24,6.05
5481,2746,67,3,80.2,8.19
5482,2747,104,1,188.59,16.65
5483,2747,34,1,126.16,11.14
5484,2748,21,3,149.08,11.33
5485,2748,12,2,59.86,4.55
5486,2748,67,2,80.2,6.1
5487,2749,82,2,69.77,9.3
5488,2749,36,3,233.82,31.17
5489,2749,111,2,117.88,15.72
5490,2750,35,3,119.26,15.94
5491,2751,38,3,96.19,7.17
5492,2752,5,1,70.45,5.02
5493,2752,10,1,88.23,6.28
5494,2753,103,3,169.01,9.27
5495,2753,59,1,80.67,4.42
5496,2753,18,1,82.14,4.51
5497,2754,111,1,117.88,8.4
5498,2754,94,3,117.99,8.41
5499,2754,18,2,82.14,5.85
5500,2755,44,2,103.32,10.08
5501,2755,29,1,172.54,16.83
5502,2755,110,2,14.98,1.46
5503,2756,89,3,59.41,3.62
5504,2756,113,2,223.8,13.64
5505,2757,10,2,88.23,12.48
5506,2758,48,3,89.05,8.84
5507,2759,74,3,84.93,12.34
5508,2759,113,1,223.8,32.53
5509,2760,87,1,36.91,4.16
5510,2761,58,1,129.59,15.77
5511,2761,74,3,84.93,10.34
5512,2762,40,3,104.18,15.31
5513,2762,17,1,181.29,26.64
5514,2762,59,2,80.67,11.85
5515,2763,39,2,57.64,7.9
5516,2764,101,2,134.69,14.32
5517,2764,116,2,113.9,12.11
5518,2764,60,2,86.13,9.16
5519,2765,120,2,135.63,15.05
5520,2765,71,1,48.58,5.39
5521,2765,79,3,96.31,10.69
5522,2766,93,3,125.45,18.74
5523,2766,28,1,111.64,16.67
5524,2766,47,1,159.04,23.75
5525,2767,70,3,174.54,21.36
5526,2767,87,3,36.91,4.52
5527,2768,45,3,131.4,17.16
5528,2769,76,1,134.39,17.02
5529,2769,43,3,95.34,12.07
5530,2770,22,1,34.6,3.03
5531,2770,25,2,129.17,11.32
5532,2771,12,1,59.86,6.08
5533,2771,97,3,108.49,11.03
5534,2772,58,3,129.59,17.41
5535,2772,7,3,103.46,13.9
5536,2772,107,1,27.76,3.73
5537,2773,34,3,126.16,12.99
5538,2773,61,3,152.15,15.67
5539,2774,38,3,96.19,13.34
5540,2774,77,2,59.24,8.21
5541,2775,91,1,61.19,8.17
5542,2776,57,2,52.65,3.79
5543,2777,47,1,159.04,8.38
5544,2778,60,2,86.13,4.79
5545,2778,42,2,167.38,9.32
5546,2779,67,3,80.2,9.12
5547,2779,67,2,80.2,9.12
5548,2779,95,2,221.81,25.24
5549,2780,32,2,134.68,10.23
5550,2780,35,2,119.26,9.06
5551,2781,30,3,126.92,13.01
5552,2781,103,3,169.01,17.32
5553,2781,114,1,126.24,12.94
5554,2782,68,3,60.94,5.87
5555,2782,106,1,46.99,4.52
5556,2783,33,3,66.63,7.05
5557,2783,91,3,61.19,6.47
5558,2784,17,3,181.29,12.1
5559,2785,23,1,167.92,15.3
5560,2786,81,3,56.73,5.1
5561,2787,82,3,69.77,4.29
5562,2787,71,1,48.58,2.99
5563,2787,28,3,111.64,6.86
5564,2788,120,1,135.63,14.2
5565,2789,92,3,100.0,10.4
5566,2789,29,1,172.54,17.94
5567,2790,93,2,125.45,6.61
5568,2791,60,1,86.13,12.62
5569,2792,8,3,133.99,13.15
5570,2792,51,1,22.69,2.23
5571,2792,45,2,131.4,12.89
5572,2793,32,3,134.68,9.75
5573,2793,84,2,173.75,12.58
5574,2793,96,3,48.44,3.51
5575,2794,67,2,80.2,11.4
5576,2794,84,1,173.75,24.7
5577,2794,66,2,102.8,14.61
5578,2795,49,1,128.99,14.37
5579,2795,49,1,128.99,14.37
5580,2795,32,2,134.68,15.01
5581,2796,75,3,162.84,21.18
5582,2797,19,2,105.24,12.19
5583,2798,44,3,103.32,12.21
5584,2798,78,1,99.46,11.75
5585,2799,73,3,50.5,5.18
5586,2799,107,3,27.76,2.84
5587,2799,22,1,34.6,3.55
5588,2800,76,2,134.39,10.48
5589,2800,37,3,84.19,6.57
5590,2801,42,2,167.38,9.65
5591,2801,11,1,32.81,1.89
5592,2802,105,2,47.02,3.07
5593,2802,31,1,178.78,11.66
5594,2802,18,1,82.14,5.36
5595,2803,9,3,65.35,4.01
5596,2803,44,3,103.32,6.34
5597,2804,45,2,131.4,12.32
5598,2804,16,3,127.6,11.97
5599,2804,18,1,82.14,7.7
5600,2805,114,2,126.24,18.6
5601,2805,26,2,74.38,10.96
5602,2806,74,1,84.93,12.54
5603,2806,7,1,103.46,15.27
5604,2807,69,1,117.44,10.89
5605,2808,59,2,80.67,8.98
5606,2809,86,2,57.37,3.55
5607,2809,59,2,80.67,4.99
5608,2810,96,2,48.44,5.83
5609,2810,36,1,233.82,28.14
5610,2810,58,1,129.59,15.59
5611,2811,110,1,14.98,1.91
5612,2811,27,1,196.31,25.01
5613,2811,1,3,129.41,16.49
5614,2812,94,2,117.99,10.24
5615,2812,23,3,167.92,14.58
5616,2812,108,1,122.79,10.66
5617,2813,46,2,207.61,16.61
5618,2813,50,1,32.56,2.61
5619,2813,43,3,95.34,7.63
5620,2814,113,2,223.8,23.22
5621,2814,97,1,108.49,11.26
5622,2815,91,3,61.19,4.89
5623,2815,86,2,57.37,4.59
5624,2816,81,2,56.73,4.8
5625,2816,20,3,85.03,7.19
5626,2816,15,2,160.59,13.58
5627,2817,47,1,159.04,15.7
5628,2817,77,2,59.24,5.85
5629,2817,43,1,95.34,9.41
5630,2818,47,3,159.04,23.03
5631,2819,42,1,167.38,17.61
5632,2819,35,1,119.26,12.54
5633,2820,49,1,128.99,15.06
5634,2820,15,3,160.59,18.75
5635,2820,28,3,111.64,13.04
5636,2821,28,1,111.64,11.02
5637,2821,60,3,86.13,8.5
5638,2822,64,2,95.59,12.99
5639,2822,36,3,233.82,31.79
5640,2823,61,2,152.15,19.33
5641,2824,34,3,126.16,18.08
5642,2824,39,3,57.64,8.26
5643,2824,13,3,166.17,23.81
5644,2825,13,2,166.17,10.25
5645,2825,41,2,47.64,2.94
5646,2826,106,2,46.99,4.12
5647,2826,30,1,126.92,11.14
5648,2827,46,1,207.61,25.88
5649,2827,45,1,131.4,16.38
5650,2828,81,3,56.73,6.8
5651,2828,56,3,120.76,14.48
5652,2829,8,2,133.99,19.95
5653,2829,23,3,167.92,25.0
5654,2830,114,2,126.24,14.1
5655,2831,19,2,105.24,8.71
5656,2831,40,2,104.18,8.62
5657,2832,15,2,160.59,17.93
5658,2833,28,2,111.64,10.0
5659,2833,101,1,134.69,12.06
5660,2834,69,2,117.44,7.16
5661,2835,46,3,207.61,11.76
5662,2835,72,3,119.09,6.75
5663,2836,13,1,166.17,14.22
5664,2836,67,2,80.2,6.87
5665,2836,48,3,89.05,7.62
5666,2837,54,3,107.9,8.23
5667,2837,35,1,119.26,9.1
5668,2838,87,1,36.91,5.42
5669,2838,73,1,50.5,7.42
5670,2839,50,2,32.56,4.0
5671,2839,53,3,121.14,14.88
5672,2840,66,1,102.8,6.59
5673,2840,107,3,27.76,1.78
5674,2840,37,1,84.19,5.39
5675,2841,56,2,120.76,17.59
5676,2841,58,2,129.59,18.88
5677,2842,14,2,27.57,1.61
5678,2842,1,3,129.41,7.55
5679,2843,73,3,50.5,2.99
5680,2843,60,2,86.13,5.11
5681,2843,68,3,60.94,3.61
5682,2844,9,3,65.35,5.34
5683,2845,44,2,103.32,8.5
5684,2845,81,3,56.73,4.66
5685,2846,67,2,80.2,5.57
5686,2846,78,3,99.46,6.91
5687,2846,12,1,59.86,4.16
5688,2847,72,2,119.09,12.34
5689,2848,8,1,133.99,7.93
5690,2848,62,2,188.67,11.17
5691,2849,69,3,117.44,13.29
5692,2849,99,1,106.12,12.01
5693,2850,90,3,28.9,3.22
5694,2850,117,2,86.58,9.65
5695,2850,72,2,119.09,13.28
5696,2851,108,3,122.79,11.72
5697,2851,100,3,45.87,4.38
5698,2852,94,1,117.99,10.95
5699,2852,116,1,113.9,10.57
5700,2852,28,3,111.64,10.36
5701,2853,61,1,152.15,10.33
5702,2854,101,2,134.69,9.36
5703,2854,40,2,104.18,7.24
5704,2854,90,3,28.9,2.01
5705,2855,36,1,233.82,12.13
5706,2856,88,2,82.03,10.57
5707,2856,36,2,233.82,30.12
5708,2857,56,3,120.76,9.13
5709,2857,19,1,105.24,7.96
5710,2857,96,1,48.44,3.66
5711,2858,71,1,48.58,3.64
5712,2858,118,1,15.66,1.17
5713,2858,56,1,120.76,9.06
5714,2859,117,3,86.58,4.6
5715,2860,59,3,80.67,4.41
5716,2861,33,1,66.63,8.26
5717,2862,73,1,50.5,4.07
5718,2862,56,1,120.76,9.74
5719,2862,38,1,96.19,7.76
5720,2863,67,1,80.2,8.16
5721,2864,66,2,102.8,13.7
5722,2864,93,2,125.45,16.72
5723,2864,107,1,27.76,3.7
5724,2865,68,2,60.94,5.48
5725,2865,10,2,88.23,7.94
5726,2865,3,1,21.14,1.9
5727,2866,59,1,80.67,7.5
5728,2866,68,3,60.94,5.67
5729,2867,94,2,117.99,17.12
5730,2867,60,3,86.13,12.5
5731,2868,102,3,121.48,16.61
5732,2868,70,3,174.54,23.86
5733,2869,86,2,57.37,3.89
5734,2870,40,2,104.18,7.06
5735,2870,100,2,45.87,3.11
5736,2871,32,2,134.68,17.02
5737,2872,1,2,129.41,13.08
5738,2872,30,2,126.92,12.83
5739,2873,39,2,57.64,8.6
5740,2874,108,2,122.79,8.09
5741,2874,3,2,21.14,1.39
5742,2875,28,3,111.64,9.36
5743,2875,1,3,129.41,10.85
5744,2875,49,3,128.99,10.81
5745,2876,12,2,59.86,6.79
5746,2876,5,3,70.45,7.99
5747,2876,112,1,82.57,9.36
5748,2877,54,3,107.9,15.22
5749,2877,87,1,36.91,5.21
5750,2878,80,3,105.02,6.11
5751,2878,7,3,103.46,6.02
5752,2879,66,2,102.8,12.8
5753,2880,78,3,99.46,7.82
5754,2880,100,3,45.87,3.61
5755,2881,48,3,89.05,4.69
5756,2881,21,3,149.08,7.84
5757,2882,51,3,22.69,2.47
5758,2882,54,3,107.9,11.76
5759,2882,68,3,60.94,6.64
5760,2883,70,1,174.54,23.75
5761,2883,102,1,121.48,16.53
5762,2883,64,2,95.59,13.0
5763,2884,68,1,60.94,7.28
5764,2885,78,2,99.46,9.69
5765,2886,71,3,48.58,6.19
5766,2886,21,3,149.08,18.98
5767,2887,117,1,86.58,12.15
5768,2887,14,2,27.57,3.87
5769,2887,5,3,70.45,9.89
5770,2888,99,2,106.12,6.7
5771,2888,40,1,104.18,6.58
5772,2889,62,3,188.67,17.77
5773,2889,36,2,233.82,22.03
5774,2890,24,2,127.8,19.06
5775,2891,44,3,103.32,12.92
5776,2892,89,2,59.41,8.5
5777,2892,45,1,131.4,18.8
5778,2892,88,1,82.03,11.74
5779,2893,22,1,34.6,4.66
5780,2893,28,1,111.64,15.03
5781,2893,42,3,167.38,22.54
5782,2894,29,1,172.54,21.03
5783,2894,21,3,149.08,18.17
5784,2895,60,1,86.13,4.53
5785,2895,70,1,174.54,9.17
5786,2895,23,2,167.92,8.83
5787,2896,115,1,30.19,1.83
5788,2897,20,3,85.03,7.66
5789,2898,56,1,120.76,6.45
5790,2899,73,2,50.5,3.61
5791,2899,23,3,167.92,12.01
5792,2900,72,1,119.09,9.21
5793,2900,14,3,27.57,2.13
5794,2901,30,2,126.92,15.59
5795,2901,38,3,96.19,11.82
5796,2902,107,1,27.76,2.08
5797,2903,60,3,86.13,9.29
5798,2903,27,3,196.31,21.17
5799,2903,65,1,21.88,2.36
5800,2904,63,1,124.54,10.11
5801,2905,28,2,111.64,10.24
5802,2906,6,3,145.22,18.12
5803,2906,114,1,126.24,15.75
5804,2906,56,1,120.76,15.07
5805,2907,114,3,126.24,16.99
5806,2907,87,3,36.91,4.97
5807,2908,19,1,105.24,8.01
5808,2909,116,3,113.9,6.39
5809,2909,5,1,70.45,3.95
5810,2909,90,2,28.9,1.62
5811,2910,44,1,103.32,14.68
5812,2911,21,1,149.08,17.92
5813,2911,8,1,133.99,16.1
5814,2912,20,1,85.03,5.08
5815,2912,85,1,179.2,10.71
5816,2913,83,3,169.25,8.54
5817,2913,57,1,52.65,2.66
5818,2913,9,2,65.35,3.3
5819,2914,110,2,14.98,1.55
5820,2914,6,1,145.22,15.01
5821,2915,38,2,96.19,5.53
5822,2916,113,3,223.8,19.71
5823,2917,70,2,174.54,25.55
5824,2917,47,2,159.04,23.28
5825,2917,67,3,80.2,11.74
5826,2918,62,1,188.67,11.74
5827,2918,93,1,125.45,7.8
5828,2919,94,3,117.99,9.25
5829,2920,51,3,22.69,1.63
5830,2920,85,3,179.2,12.86
5831,2921,16,2,127.6,7.23
5832,2921,111,2,117.88,6.68
5833,2922,39,1,57.64,6.66
5834,2922,27,1,196.31,22.69
5835,2923,8,2,133.99,13.22
5836,2923,65,3,21.88,2.16
5837,2923,34,3,126.16,12.45
5838,2924,113,2,223.8,22.84
5839,2924,61,3,152.15,15.53
5840,2925,3,1,21.14,3.06
5841,2926,7,2,103.46,11.68
5842,2926,83,2,169.25,19.1
5843,2927,80,2,105.02,7.44
5844,2927,108,1,122.79,8.7
5845,2927,9,1,65.35,4.63
5846,2928,79,1,96.31,9.2
5847,2928,40,3,104.18,9.96
5848,2929,43,1,95.34,7.24
5849,2929,2,3,60.21,4.57
5850,2930,120,1,135.63,20.33
5851,2931,41,2,47.64,6.94
5852,2932,12,1,59.86,7.65
5853,2933,88,1,82.03,7.48
5854,2933,40,3,104.18,9.5
5855,2933,16,2,127.6,11.64
5856,2934,38,2,96.19,9.97
5857,2934,22,1,34.6,3.59
5858,2935,39,1,57.64,3.58
5859,2936,45,2,131.4,8.95
5860,2937,120,1,135.63,11.21
5861,2937,110,2,14.98,1.24
5862,2937,92,3,100.0,8.27
5863,2938,34,3,126.16,6.32
5864,2939,106,2,46.99,5.19
5865,2940,83,1,169.25,24.3
5866,2940,93,2,125.45,18.01
5867,2940,9,1,65.35,9.38
5868,2941,8,3,133.99,8.91
5869,2941,17,1,181.29,12.05
5870,2941,114,1,126.24,8.39
5871,2942,74,2,84.93,9.68
5872,2942,27,3,196.31,22.37
5873,2943,82,3,69.77,7.15
5874,2944,115,3,30.19,2.42
5875,2944,69,2,117.44,9.4
5876,2945,38,1,96.19,8.01
5877,2945,103,3,169.01,14.08
