session_id,customer_id,session_date,device_type,traffic_source
4089,2592,2024-07-03,Mobile,Google Ads
4090,2767,2024-08-07,Mobile,Organic
4091,250,2024-07-10,Desktop,Organic
4092,1644,2024-09-18,Mobile,Facebook Ads
4093,2295,2024-11-07,Desktop,Organic
4094,1241,2024-10-21,Desktop,Facebook Ads
4095,1947,2024-02-13,Mobile,Organic
4096,1674,2024-09-18,Desktop,Google Ads
4097,2500,2024-11-30,Desktop,Google Ads
4098,1234,2024-06-28,Desktop,Google Ads
4099,253,2024-04-24,Desktop,Organic
4100,910,2024-07-02,Mobile,Facebook Ads
4101,2417,2024-06-17,Tablet,Google Ads
4102,803,2024-07-03,Tablet,Facebook Ads
4103,46,2024-04-02,Tablet,Google Ads
4104,1696,2024-06-15,Desktop,Organic
4105,1711,2024-11-21,Tablet,Facebook Ads
4106,10,2024-03-12,Tablet,Organic
4107,1485,2024-03-13,Tablet,Facebook Ads
4108,2532,2024-05-06,Mobile,Facebook Ads
4109,1826,2024-01-25,Desktop,Organic
4110,2893,2024-07-18,Desktop,Organic
4111,2881,2024-02-13,Desktop,Google Ads
4112,918,2024-01-03,Desktop,Organic
4113,2729,2024-04-18,Desktop,Organic
4114,2907,2024-06-30,Mobile,Organic
4115,2819,2024-04-11,Mobile,Google Ads
4116,1306,2024-05-12,Desktop,Facebook Ads
4117,1373,2024-12-25,Mobile,Organic
4118,1599,2024-03-11,Mobile,Google Ads
4119,409,2024-06-08,Desktop,Organic
4120,904,2024-07-21,Tablet,Organic
4121,1288,2024-05-08,Tablet,Facebook Ads
4122,687,2024-04-05,Desktop,Google Ads
4123,1998,2024-11-21,Desktop,Facebook Ads
4124,2202,2024-12-19,Mobile,Organic
4125,1752,2024-10-19,Tablet,Google Ads
4126,2946,2024-12-24,Desktop,Google Ads
4127,1557,2024-10-28,Tablet,Organic
4128,2386,2024-08-22,Desktop,Google Ads
4129,17,2024-02-10,Mobile,Organic
4130,2581,2024-06-29,Desktop,Google Ads
4131,286,2024-08-23,Tablet,Organic
4132,318,2024-09-28,Mobile,Facebook Ads
4133,2832,2024-04-12,Mobile,Google Ads
4134,2707,2024-12-27,Tablet,Facebook Ads
4135,259,2024-12-04,Mobile,Google Ads
4136,2562,2024-04-12,Desktop,Organic
4137,2528,2024-12-31,Desktop,Google Ads
4138,2680,2024-04-26,Mobile,Organic
4139,618,2024-05-19,Tablet,Facebook Ads
4140,2473,2024-11-23,Mobile,Organic
4141,328,2024-12-26,Mobile,Organic
4142,2181,2024-12-15,Desktop,Organic
4143,1078,2024-08-01,Tablet,Facebook Ads
4144,2564,2024-03-03,Mobile,Facebook Ads
4145,1871,2024-12-02,Tablet,Google Ads
4146,2770,2024-04-18,Desktop,Facebook Ads
4147,2904,2024-07-25,Tablet,Google Ads
4148,2819,2024-07-23,Mobile,Google Ads
4149,2144,2024-03-28,Tablet,Facebook Ads
4150,2164,2024-04-12,Tablet,Google Ads
4151,2366,2024-10-15,Mobile,Google Ads
4152,424,2024-01-06,Desktop,Google Ads
4153,1545,2024-08-03,Tablet,Google Ads
4154,790,2024-11-09,Desktop,Organic
4155,1276,2024-06-12,Mobile,Facebook Ads
4156,692,2024-05-23,Tablet,Facebook Ads
4157,1115,2024-11-12,Mobile,Organic
4158,731,2024-10-14,Tablet,Organic
4159,786,2024-09-20,Desktop,Facebook Ads
4160,338,2024-07-05,Desktop,Facebook Ads
4161,2997,2024-07-21,Tablet,Organic
4162,2656,2024-09-04,Tablet,Organic
4163,644,2024-08-12,Tablet,Facebook Ads
4164,461,2024-04-04,Desktop,Facebook Ads
4165,2830,2024-11-11,Desktop,Google Ads
4166,1754,2024-07-20,Desktop,Organic
4167,2401,2024-03-07,Mobile,Organic
4168,1682,2024-02-07,Mobile,Organic
4169,2916,2024-02-29,Desktop,Facebook Ads
4170,1212,2024-01-31,Tablet,Organic
4171,856,2024-12-13,Mobile,Organic
4172,1711,2024-09-02,Desktop,Google Ads
4173,2527,2024-12-10,Mobile,Organic
4174,2048,2024-04-12,Mobile,Facebook Ads
4175,888,2024-11-15,Tablet,Facebook Ads
4176,91,2024-06-01,Mobile,Facebook Ads
4177,1113,2024-01-16,Desktop,Organic
4178,2227,2024-12-04,Mobile,Facebook Ads
4179,2022,2024-06-01,Tablet,Google Ads
4180,773,2024-08-02,Mobile,Google Ads
4181,2811,2024-10-30,Mobile,Organic
4182,2878,2024-01-08,Tablet,Organic
4183,531,2024-03-17,Mobile,Google Ads
4184,483,2024-06-03,Mobile,Organic
4185,1325,2024-12-02,Mobile,Organic
4186,2067,2024-03-03,Mobile,Organic
4187,2654,2024-11-26,Mobile,Organic
4188,2252,2024-11-13,Desktop,Organic
4189,1666,2024-02-03,Desktop,Google Ads
4190,2544,2024-07-10,Desktop,Organic
4191,1126,2024-04-02,Desktop,Google Ads
4192,1208,2024-09-23,Tablet,Organic
4193,2040,2024-11-28,Mobile,Google Ads
4194,2175,2024-04-11,Desktop,Facebook Ads
4195,1668,2024-02-10,Desktop,Organic
4196,1313,2024-03-15,Tablet,Organic
4197,2047,2024-09-18,Mobile,Facebook Ads
4198,575,2024-01-14,Tablet,Organic
4199,864,2024-04-10,Desktop,Organic
4200,1733,2024-09-02,Desktop,Organic
4201,739,2024-10-27,Desktop,Google Ads
4202,1683,2024-02-22,Mobile,Google Ads
4203,1592,2024-01-20,Mobile,Organic
4204,2097,2024-11-16,Mobile,Facebook Ads
4205,569,2024-02-02,Tablet,Google Ads
4206,1738,2024-09-16,Mobile,Google Ads
4207,461,2024-04-30,Tablet,Google Ads
4208,1323,2024-01-16,Tablet,Organic
4209,2515,2024-01-05,Mobile,Facebook Ads
4210,119,2024-10-26,Tablet,Facebook Ads
4211,820,2024-07-11,Mobile,Organic
4212,1941,2024-09-11,Desktop,Google Ads
4213,2243,2024-02-25,Tablet,Facebook Ads
4214,967,2024-11-14,Mobile,Facebook Ads
4215,983,2024-07-04,Desktop,Facebook Ads
4216,2741,2024-10-31,Tablet,Facebook Ads
4217,183,2024-11-22,Tablet,Facebook Ads
4218,2679,2024-12-01,Desktop,Organic
4219,2642,2024-03-27,Mobile,Google Ads
4220,1015,2024-11-17,Desktop,Google Ads
4221,79,2024-06-16,Mobile,Google Ads
4222,1189,2024-09-26,Mobile,Organic
4223,2996,2024-04-21,Tablet,Google Ads
4224,658,2024-01-11,Mobile,Facebook Ads
4225,367,2024-09-12,Tablet,Organic
4226,2227,2024-08-30,Desktop,Facebook Ads
4227,1029,2024-07-12,Mobile,Google Ads
4228,2631,2024-07-05,Mobile,Facebook Ads
4229,2825,2024-10-07,Mobile,Google Ads
4230,700,2024-11-01,Mobile,Google Ads
4231,1462,2024-09-13,Tablet,Facebook Ads
4232,604,2024-02-26,Mobile,Organic
4233,423,2024-02-18,Tablet,Google Ads
4234,1725,2024-04-14,Desktop,Facebook Ads
4235,2968,2024-04-25,Mobile,Organic
4236,2682,2024-12-23,Tablet,Facebook Ads
4237,1261,2024-06-21,Mobile,Facebook Ads
4238,1380,2024-12-29,Desktop,Facebook Ads
4239,2561,2024-05-19,Desktop,Facebook Ads
4240,904,2024-03-31,Tablet,Google Ads
4241,312,2024-08-02,Mobile,Facebook Ads
4242,2490,2024-01-11,Mobile,Organic
4243,2614,2024-04-25,Tablet,Google Ads
4244,637,2024-03-28,Mobile,Google Ads
4245,1095,2024-02-02,Tablet,Organic
4246,2605,2024-02-13,Desktop,Organic
4247,498,2024-12-09,Tablet,Organic
4248,143,2024-06-25,Tablet,Facebook Ads
4249,700,2024-06-06,Tablet,Google Ads
4250,1719,2024-02-22,Mobile,Facebook Ads
4251,2819,2024-09-15,Tablet,Organic
4252,2162,2024-11-28,Desktop,Organic
4253,1626,2024-11-20,Tablet,Organic
4254,1461,2024-06-18,Desktop,Google Ads
4255,587,2024-09-08,Mobile,Organic
4256,2904,2024-05-29,Mobile,Facebook Ads
4257,1706,2024-06-12,Mobile,Google Ads
4258,1190,2024-03-22,Mobile,Facebook Ads
4259,558,2024-10-12,Tablet,Google Ads
4260,2190,2024-06-10,Mobile,Facebook Ads
4261,2044,2024-10-28,Desktop,Organic
4262,1518,2024-01-25,Desktop,Organic
4263,352,2024-12-17,Mobile,Organic
4264,574,2024-01-12,Mobile,Google Ads
4265,2763,2024-06-03,Tablet,Facebook Ads
4266,1878,2024-08-31,Mobile,Facebook Ads
4267,2393,2024-03-03,Desktop,Organic
4268,2372,2024-03-08,Mobile,Facebook Ads
4269,1801,2024-05-06,Mobile,Facebook Ads
4270,1480,2024-06-26,Tablet,Facebook Ads
4271,1218,2024-11-14,Tablet,Organic
4272,2786,2024-02-23,Tablet,Google Ads
4273,1569,2024-04-06,Mobile,Facebook Ads
4274,376,2024-02-17,Mobile,Organic
4275,831,2024-07-02,Mobile,Organic
4276,2486,2024-03-10,Desktop,Google Ads
4277,684,2024-07-22,Tablet,Google Ads
4278,2197,2024-02-11,Mobile,Google Ads
4279,824,2024-10-26,Tablet,Google Ads
4280,2805,2024-11-24,Mobile,Facebook Ads
4281,1023,2024-11-06,Tablet,Facebook Ads
4282,538,2024-11-20,Mobile,Facebook Ads
4283,888,2024-02-20,Desktop,Facebook Ads
4284,1554,2024-09-23,Desktop,Organic
4285,297,2024-08-29,Desktop,Google Ads
4286,1032,2024-10-19,Mobile,Google Ads
4287,2743,2024-08-26,Tablet,Facebook Ads
4288,2608,2024-06-02,Tablet,Organic
4289,2398,2024-08-15,Mobile,Facebook Ads
4290,2520,2024-05-06,Desktop,Facebook Ads
4291,423,2024-02-13,Desktop,Organic
4292,1228,2024-07-27,Mobile,Google Ads
4293,2650,2024-04-02,Tablet,Facebook Ads
4294,1538,2024-01-26,Tablet,Facebook Ads
4295,2823,2024-08-21,Desktop,Google Ads
4296,1628,2024-01-04,Mobile,Facebook Ads
4297,23,2024-06-06,Tablet,Facebook Ads
4298,2901,2024-07-08,Desktop,Organic
4299,1293,2024-08-31,Desktop,Organic
4300,1,2024-07-28,Mobile,Facebook Ads
4301,178,2024-09-07,Mobile,Facebook Ads
4302,1827,2024-09-17,Tablet,Organic
4303,951,2024-03-08,Mobile,Google Ads
4304,2277,2024-03-31,Mobile,Google Ads
4305,1482,2024-05-01,Mobile,Facebook Ads
4306,1466,2024-09-22,Mobile,Facebook Ads
4307,2555,2024-03-18,Mobile,Facebook Ads
4308,2534,2024-04-18,Tablet,Google Ads
4309,252,2024-10-29,Tablet,Facebook Ads
4310,1932,2024-05-25,Desktop,Facebook Ads
4311,1797,2024-12-19,Mobile,Google Ads
4312,1732,2024-02-19,Tablet,Facebook Ads
4313,1159,2024-09-06,Tablet,Facebook Ads
4314,2315,2024-09-26,Tablet,Facebook Ads
4315,2825,2024-03-01,Mobile,Organic
4316,2678,2024-12-02,Mobile,Organic
4317,2280,2024-01-09,Desktop,Facebook Ads
4318,835,2024-05-25,Mobile,Google Ads
4319,935,2024-10-01,Mobile,Google Ads
4320,8,2024-02-24,Desktop,Facebook Ads
4321,1930,2024-12-08,Desktop,Google Ads
4322,2570,2024-08-16,Mobile,Organic
4323,2943,2024-05-06,Tablet,Facebook Ads
4324,910,2024-07-06,Desktop,Organic
4325,2861,2024-12-01,Mobile,Google Ads
4326,1151,2024-04-06,Desktop,Facebook Ads
4327,1966,2024-03-20,Mobile,Google Ads
4328,349,2024-03-19,Desktop,Google Ads
4329,1007,2024-03-03,Desktop,Organic
4330,1213,2024-11-07,Desktop,Google Ads
4331,491,2024-01-29,Tablet,Organic
4332,2014,2024-10-03,Tablet,Facebook Ads
4333,1860,2024-04-06,Mobile,Organic
4334,2971,2024-03-30,Mobile,Organic
4335,662,2024-01-13,Mobile,Google Ads
4336,1092,2024-08-12,Mobile,Google Ads
4337,1581,2024-09-19,Desktop,Google Ads
4338,2603,2024-10-18,Tablet,Facebook Ads
4339,121,2024-03-07,Mobile,Organic
4340,2196,2024-05-30,Tablet,Facebook Ads
4341,532,2024-09-14,Tablet,Organic
4342,2299,2024-03-23,Desktop,Facebook Ads
4343,1760,2024-04-09,Mobile,Facebook Ads
4344,636,2024-03-17,Desktop,Facebook Ads
4345,2205,2024-04-06,Mobile,Google Ads
4346,957,2024-02-01,Desktop,Organic
4347,420,2024-06-29,Mobile,Facebook Ads
4348,1604,2024-02-29,Desktop,Google Ads
4349,2928,2024-06-22,Mobile,Facebook Ads
4350,621,2024-08-22,Desktop,Google Ads
4351,2690,2024-01-08,Mobile,Facebook Ads
4352,2239,2024-02-24,Mobile,Google Ads
4353,1820,2024-01-20,Desktop,Organic
4354,2060,2024-04-16,Desktop,Google Ads
4355,1413,2024-12-09,Desktop,Facebook Ads
4356,1011,2024-08-11,Mobile,Facebook Ads
4357,1638,2024-08-24,Mobile,Google Ads
4358,2199,2024-05-21,Tablet,Google Ads
4359,1323,2024-10-10,Mobile,Google Ads
4360,1676,2024-08-22,Desktop,Organic
4361,2324,2024-08-05,Desktop,Google Ads
4362,1163,2024-11-27,Tablet,Facebook Ads
4363,869,2024-09-05,Mobile,Organic
4364,758,2024-12-13,Desktop,Google Ads
4365,1956,2024-11-01,Mobile,Organic
4366,1064,2024-09-01,Desktop,Organic
4367,1243,2024-08-03,Tablet,Organic
4368,655,2024-09-03,Tablet,Organic
4369,1485,2024-07-03,Desktop,Facebook Ads
4370,2268,2024-06-27,Tablet,Facebook Ads
4371,509,2024-01-12,Tablet,Organic
4372,2397,2024-10-26,Tablet,Organic
4373,381,2024-11-09,Desktop,Organic
4374,699,2024-01-29,Mobile,Organic
4375,2788,2024-10-25,Desktop,Organic
4376,419,2024-12-07,Tablet,Google Ads
4377,1836,2024-01-16,Tablet,Organic
4378,1115,2024-10-17,Tablet,Google Ads
4379,1251,2024-05-06,Desktop,Organic
4380,150,2024-11-03,Mobile,Google Ads
4381,1854,2024-01-01,Tablet,Facebook Ads
4382,2184,2024-02-03,Mobile,Organic
4383,1992,2024-10-31,Desktop,Organic
4384,1288,2024-05-13,Desktop,Google Ads
4385,2234,2024-07-09,Tablet,Google Ads
4386,2725,2024-03-27,Desktop,Organic
4387,1033,2024-05-08,Mobile,Google Ads
4388,1165,2024-10-28,Tablet,Organic
4389,2586,2024-11-10,Mobile,Facebook Ads
4390,610,2024-04-02,Mobile,Facebook Ads
4391,2432,2024-09-08,Tablet,Google Ads
4392,40,2024-04-23,Mobile,Google Ads
4393,428,2024-03-08,Mobile,Facebook Ads
4394,2082,2024-04-14,Desktop,Organic
4395,691,2024-05-02,Desktop,Organic
4396,281,2024-01-19,Tablet,Organic
4397,1573,2024-10-08,Tablet,Google Ads
4398,560,2024-03-24,Mobile,Facebook Ads
4399,1012,2024-03-29,Mobile,Facebook Ads
4400,262,2024-02-21,Tablet,Facebook Ads
4401,1682,2024-04-08,Desktop,Facebook Ads
4402,1342,2024-09-08,Mobile,Organic
4403,1834,2024-10-27,Tablet,Google Ads
4404,1013,2024-03-17,Mobile,Facebook Ads
4405,290,2024-04-17,Tablet,Google Ads
4406,1054,2024-11-20,Mobile,Facebook Ads
4407,1599,2024-12-27,Tablet,Organic
4408,2108,2024-06-02,Tablet,Organic
4409,1606,2024-06-20,Desktop,Facebook Ads
4410,405,2024-09-07,Mobile,Google Ads
4411,2159,2024-11-25,Desktop,Organic
4412,1875,2024-08-29,Desktop,Organic
4413,1770,2024-10-06,Tablet,Facebook Ads
4414,1067,2024-07-06,Desktop,Facebook Ads
4415,110,2024-07-04,Desktop,Organic
4416,1516,2024-04-11,Mobile,Google Ads
4417,342,2024-06-04,Mobile,Organic
4418,1858,2024-08-29,Desktop,Facebook Ads
4419,334,2024-03-14,Tablet,Organic
4420,1260,2024-06-11,Desktop,Facebook Ads
4421,784,2024-02-13,Mobile,Organic
4422,958,2024-09-16,Tablet,Facebook Ads
4423,2579,2024-10-29,Mobile,Google Ads
4424,2348,2024-10-24,Desktop,Organic
4425,418,2024-11-08,Desktop,Google Ads
4426,174,2024-10-06,Mobile,Facebook Ads
4427,1522,2024-10-04,Tablet,Google Ads
4428,2497,2024-06-14,Tablet,Google Ads
4429,2779,2024-02-13,Tablet,Organic
4430,2413,2024-09-20,Tablet,Google Ads
4431,483,2024-03-17,Mobile,Facebook Ads
4432,1758,2024-10-27,Desktop,Organic
4433,966,2024-09-29,Mobile,Facebook Ads
4434,1764,2024-09-25,Desktop,Facebook Ads
4435,1729,2024-05-20,Desktop,Google Ads
4436,488,2024-07-21,Mobile,Google Ads
4437,214,2024-11-27,Desktop,Google Ads
4438,89,2024-07-29,Mobile,Organic
4439,1340,2024-05-01,Desktop,Google Ads
4440,54,2024-11-15,Tablet,Facebook Ads
4441,1664,2024-09-30,Desktop,Organic
4442,1045,2024-12-23,Desktop,Google Ads
4443,1765,2024-08-25,Mobile,Organic
4444,1234,2024-04-28,Tablet,Facebook Ads
4445,140,2024-01-11,Tablet,Organic
4446,783,2024-07-21,Mobile,Facebook Ads
4447,1679,2024-12-10,Mobile,Facebook Ads
4448,557,2024-03-18,Tablet,Facebook Ads
4449,2629,2024-01-23,Mobile,Facebook Ads
4450,1784,2024-08-22,Desktop,Organic
4451,2244,2024-10-15,Tablet,Google Ads
4452,2226,2024-05-04,Tablet,Organic
4453,1308,2024-12-17,Tablet,Organic
4454,308,2024-01-07,Mobile,Google Ads
4455,2316,2024-05-10,Mobile,Organic
4456,271,2024-08-14,Tablet,Google Ads
4457,1481,2024-03-06,Mobile,Facebook Ads
4458,424,2024-03-02,Mobile,Organic
4459,1211,2024-05-09,Tablet,Organic
4460,1170,2024-04-08,Desktop,Google Ads
4461,1308,2024-08-21,Tablet,Facebook Ads
4462,825,2024-08-14,Tablet,Organic
4463,194,2024-02-24,Desktop,Facebook Ads
4464,1580,2024-07-15,Desktop,Organic
4465,2508,2024-08-13,Desktop,Google Ads
4466,1698,2024-03-08,Desktop,Facebook Ads
4467,151,2024-05-21,Tablet,Google Ads
4468,1501,2024-12-02,Mobile,Google Ads
4469,21,2024-02-12,Desktop,Google Ads
4470,1222,2024-04-13,Tablet,Organic
4471,242,2024-01-30,Desktop,Organic
4472,2619,2024-06-08,Mobile,Organic
4473,774,2024-10-20,Desktop,Google Ads
4474,1270,2024-08-31,Tablet,Organic
4475,381,2024-03-14,Mobile,Facebook Ads
4476,2053,2024-10-25,Desktop,Organic
4477,1954,2024-07-03,Tablet,Organic
4478,1586,2024-04-11,Tablet,Facebook Ads
4479,2140,2024-12-06,Tablet,Google Ads
4480,1013,2024-06-23,Mobile,Google Ads
4481,2216,2024-03-15,Desktop,Facebook Ads
4482,2532,2024-05-03,Mobile,Google Ads
4483,548,2024-10-06,Mobile,Google Ads
4484,2017,2024-02-08,Tablet,Organic
4485,2019,2024-11-09,Desktop,Organic
4486,379,2024-02-04,Tablet,Facebook Ads
4487,691,2024-09-20,Mobile,Organic
4488,1195,2024-10-02,Desktop,Facebook Ads
4489,754,2024-12-06,Desktop,Google Ads
4490,656,2024-03-01,Desktop,Google Ads
4491,2997,2024-10-06,Desktop,Google Ads
4492,690,2024-09-25,Tablet,Organic
4493,1433,2024-05-12,Mobile,Facebook Ads
4494,2643,2024-01-23,Tablet,Facebook Ads
4495,1018,2024-05-24,Desktop,Organic
4496,631,2024-02-17,Mobile,Google Ads
4497,1469,2024-12-25,Tablet,Facebook Ads
4498,577,2024-04-08,Tablet,Facebook Ads
4499,2901,2024-05-29,Desktop,Google Ads
4500,752,2024-11-08,Desktop,Organic
4501,2108,2024-08-26,Tablet,Google Ads
4502,101,2024-02-26,Mobile,Google Ads
4503,2246,2024-01-16,Tablet,Google Ads
4504,2713,2024-12-20,Tablet,Google Ads
4505,2995,2024-05-18,Tablet,Organic
4506,2818,2024-10-03,Tablet,Organic
4507,2573,2024-07-26,Mobile,Organic
4508,877,2024-05-04,Mobile,Google Ads
4509,1525,2024-05-05,Desktop,Google Ads
4510,1901,2024-01-23,Desktop,Google Ads
4511,258,2024-07-10,Mobile,Organic
4512,2575,2024-05-27,Desktop,Facebook Ads
4513,1956,2024-08-05,Tablet,Facebook Ads
4514,1413,2024-02-06,Mobile,Google Ads
4515,2521,2024-01-04,Mobile,Facebook Ads
4516,1821,2024-02-18,Mobile,Facebook Ads
4517,1679,2024-06-12,Desktop,Facebook Ads
4518,158,2024-10-11,Desktop,Google Ads
4519,399,2024-09-05,Tablet,Facebook Ads
4520,930,2024-02-15,Desktop,Organic
4521,775,2024-07-21,Mobile,Organic
4522,1713,2024-10-30,Desktop,Organic
4523,2406,2024-11-26,Tablet,Organic
4524,610,2024-07-12,Tablet,Organic
4525,452,2024-07-17,Tablet,Organic
4526,1799,2024-07-06,Tablet,Facebook Ads
4527,1666,2024-08-14,Mobile,Organic
4528,1915,2024-04-13,Tablet,Google Ads
4529,1296,2024-09-13,Desktop,Facebook Ads
4530,2893,2024-10-15,Desktop,Google Ads
4531,1260,2024-11-20,Mobile,Facebook Ads
4532,642,2024-06-27,Desktop,Organic
4533,854,2024-05-04,Tablet,Google Ads
4534,2590,2024-06-09,Desktop,Organic
4535,933,2024-04-01,Desktop,Google Ads
4536,207,2024-01-03,Desktop,Organic
4537,666,2024-12-27,Mobile,Google Ads
4538,1148,2024-04-30,Desktop,Google Ads
4539,2809,2024-06-30,Tablet,Organic
4540,343,2024-03-12,Desktop,Organic
4541,312,2024-07-08,Desktop,Organic
4542,2214,2024-10-09,Desktop,Google Ads
4543,2221,2024-11-05,Tablet,Facebook Ads
4544,1589,2024-01-26,Mobile,Facebook Ads
4545,2886,2024-11-03,Desktop,Facebook Ads
4546,385,2024-07-21,Tablet,Facebook Ads
4547,100,2024-01-30,Tablet,Google Ads
4548,1235,2024-02-20,Tablet,Facebook Ads
4549,2632,2024-03-07,Tablet,Facebook Ads
4550,1649,2024-01-06,Tablet,Google Ads
4551,360,2024-03-20,Mobile,Google Ads
4552,1074,2024-06-06,Mobile,Google Ads
4553,1970,2024-01-09,Mobile,Google Ads
4554,2977,2024-12-08,Mobile,Organic
4555,1216,2024-03-12,Tablet,Google Ads
4556,2707,2024-05-15,Tablet,Google Ads
4557,2374,2024-10-06,Mobile,Facebook Ads
4558,2331,2024-04-27,Desktop,Facebook Ads
4559,194,2024-01-16,Mobile,Facebook Ads
4560,1184,2024-10-18,Desktop,Google Ads
4561,1335,2024-08-02,Tablet,Google Ads
4562,109,2024-08-25,Tablet,Organic
4563,517,2024-06-27,Tablet,Facebook Ads
4564,1711,2024-01-27,Desktop,Facebook Ads
4565,452,2024-06-01,Tablet,Google Ads
4566,1817,2024-08-09,Tablet,Google Ads
4567,912,2024-06-19,Desktop,Facebook Ads
4568,1286,2024-06-04,Mobile,Facebook Ads
4569,2641,2024-06-25,Tablet,Google Ads
4570,259,2024-12-14,Tablet,Google Ads
4571,999,2024-07-25,Desktop,Google Ads
4572,2949,2024-06-02,Desktop,Organic
4573,36,2024-06-12,Tablet,Google Ads
4574,368,2024-06-29,Desktop,Organic
4575,1065,2024-08-25,Tablet,Google Ads
4576,410,2024-12-30,Mobile,Organic
4577,2558,2024-08-03,Tablet,Facebook Ads
4578,102,2024-03-29,Mobile,Facebook Ads
4579,1695,2024-12-06,Desktop,Facebook Ads
4580,2358,2024-12-21,Tablet,Google Ads
4581,600,2024-04-09,Tablet,Organic
4582,1893,2024-10-22,Mobile,Facebook Ads
4583,1615,2024-07-10,Desktop,Google Ads
4584,607,2024-09-28,Mobile,Facebook Ads
4585,189,2024-11-02,Desktop,Google Ads
4586,2613,2024-08-15,Mobile,Organic
4587,2547,2024-12-23,Mobile,Google Ads
4588,2201,2024-07-30,Desktop,Organic
4589,2309,2024-09-16,Desktop,Organic
4590,2651,2024-03-07,Desktop,Google Ads
4591,2932,2024-09-12,Mobile,Organic
4592,2182,2024-03-30,Tablet,Google Ads
4593,1719,2024-04-29,Mobile,Google Ads
4594,174,2024-01-10,Tablet,Google Ads
4595,264,2024-05-07,Tablet,Organic
4596,1295,2024-09-29,Mobile,Google Ads
4597,652,2024-10-11,Mobile,Google Ads
4598,577,2024-05-18,Desktop,Organic
4599,2624,2024-09-19,Mobile,Facebook Ads
4600,218,2024-03-05,Mobile,Facebook Ads
4601,2143,2024-05-29,Mobile,Organic
4602,1449,2024-04-02,Mobile,Organic
4603,2083,2024-08-31,Desktop,Organic
4604,2708,2024-12-19,Tablet,Facebook Ads
4605,218,2024-10-28,Tablet,Google Ads
4606,610,2024-08-12,Mobile,Organic
4607,2688,2024-03-29,Tablet,Facebook Ads
4608,2017,2024-07-09,Mobile,Google Ads
4609,1093,2024-08-31,Tablet,Facebook Ads
4610,2140,2024-01-01,Mobile,Organic
4611,2147,2024-04-02,Mobile,Organic
4612,2163,2024-11-03,Desktop,Facebook Ads
4613,1674,2024-03-16,Desktop,Facebook Ads
4614,1959,2024-06-22,Mobile,Google Ads
4615,2893,2024-03-22,Tablet,Google Ads
4616,1928,2024-08-11,Desktop,Google Ads
4617,1260,2024-04-01,Desktop,Google Ads
4618,2557,2024-12-23,Mobile,Google Ads
4619,2075,2024-07-25,Desktop,Facebook Ads
4620,2158,2024-03-27,Tablet,Facebook Ads
4621,2794,2024-09-18,Tablet,Organic
4622,2336,2024-06-16,Tablet,Facebook Ads
4623,2831,2024-08-13,Desktop,Google Ads
4624,499,2024-05-31,Tablet,Facebook Ads
4625,507,2024-05-27,Tablet,Facebook Ads
4626,285,2024-08-30,Mobile,Facebook Ads
4627,1656,2024-03-28,Tablet,Facebook Ads
4628,720,2024-08-24,Tablet,Google Ads
4629,1474,2024-03-11,Mobile,Facebook Ads
4630,1361,2024-06-27,Mobile,Organic
4631,1765,2024-05-14,Mobile,Google Ads
4632,2071,2024-10-27,Desktop,Organic
4633,820,2024-05-17,Desktop,Google Ads
4634,1415,2024-10-31,Desktop,Organic
4635,2219,2024-02-22,Tablet,Organic
4636,2650,2024-02-24,Mobile,Google Ads
4637,192,2024-05-07,Mobile,Google Ads
4638,2957,2024-09-18,Mobile,Facebook Ads
4639,2228,2024-05-14,Desktop,Organic
4640,2062,2024-12-08,Tablet,Organic
4641,2046,2024-08-05,Desktop,Google Ads
4642,2019,2024-02-23,Mobile,Organic
4643,338,2024-07-05,Tablet,Google Ads
4644,2556,2024-08-06,Mobile,Google Ads
4645,2731,2024-06-17,Mobile,Facebook Ads
4646,1943,2024-12-08,Desktop,Facebook Ads
4647,1493,2024-12-01,Tablet,Organic
4648,2757,2024-06-02,Desktop,Google Ads
4649,2866,2024-08-21,Mobile,Google Ads
4650,443,2024-07-11,Desktop,Google Ads
4651,943,2024-10-15,Mobile,Facebook Ads
4652,2726,2024-05-13,Tablet,Google Ads
4653,175,2024-07-05,Desktop,Facebook Ads
4654,263,2024-06-05,Tablet,Facebook Ads
4655,230,2024-11-19,Desktop,Google Ads
4656,149,2024-08-07,Desktop,Organic
4657,2688,2024-09-12,Tablet,Google Ads
4658,1259,2024-09-22,Desktop,Facebook Ads
4659,1133,2024-04-29,Tablet,Facebook Ads
4660,1321,2024-02-12,Tablet,Facebook Ads
4661,2234,2024-06-12,Tablet,Facebook Ads
4662,791,2024-11-04,Mobile,Organic
4663,1052,2024-11-17,Tablet,Facebook Ads
4664,1017,2024-11-05,Tablet,Google Ads
4665,293,2024-05-15,Desktop,Facebook Ads
4666,1813,2024-01-09,Tablet,Facebook Ads
4667,938,2024-01-15,Tablet,Organic
4668,359,2024-01-27,Mobile,Organic
4669,2075,2024-02-27,Desktop,Facebook Ads
4670,232,2024-11-19,Mobile,Google Ads
4671,1592,2024-01-23,Tablet,Organic
4672,2979,2024-12-30,Desktop,Facebook Ads
4673,1807,2024-11-13,Mobile,Facebook Ads
4674,1636,2024-11-25,Mobile,Organic
4675,2038,2024-06-24,Mobile,Organic
4676,1410,2024-01-01,Desktop,Google Ads
4677,2184,2024-02-01,Desktop,Organic
4678,257,2024-01-19,Tablet,Google Ads
